Date,Dividends
2009-07-06,0.3
2010-04-23,0.1332
2006-04-04,0.3715
2007-04-03,0.35
2010-08-02,0.17
2008-04-07,0.2052
2010-05-24,0.17
2011-04-29,0.1265
2008-01-14,0.3106
2009-04-09,0.3516
2014-04-03,0.9672
2013-04-30,0.38
2008-12-29,0.3998
2012-03-20,0.1244
2007-08-20,0.5034
2007-01-02,0.45
2007-10-08,0.513
2011-05-12,0.2136
2005-04-01,0.6398
