Date;Risk_free
11/02/2005;0.00068084
14/02/2005;0.000684518
15/02/2005;0.000685186
16/02/2005;0.000686523
17/02/2005;0.000685855
18/02/2005;0.000685855
21/02/2005;0.000685855
22/02/2005;0.000686189
23/02/2005;0.000686189
24/02/2005;0.000685521
25/02/2005;0.000685855
28/02/2005;0.000685521
01/03/2005;0.000684518
02/03/2005;0.000686857
03/03/2005;0.000686189
04/03/2005;0.000686189
07/03/2005;0.000686523
08/03/2005;0.000687525
09/03/2005;0.000688193
10/03/2005;0.000689528
11/03/2005;0.000688527
14/03/2005;0.000690529
15/03/2005;0.000691864
16/03/2005;0.000691864
17/03/2005;0.000697864
18/03/2005;0.00069853
21/03/2005;0.000699196
22/03/2005;0.000699196
23/03/2005;0.000699862
24/03/2005;0.000699196
28/03/2005;0.000699862
29/03/2005;0.000699529
30/03/2005;0.000699196
31/03/2005;0.000699196
01/04/2005;0.000700195
04/04/2005;0.000701193
05/04/2005;0.000702192
06/04/2005;0.000701193
07/04/2005;0.000701193
08/04/2005;0.000702857
11/04/2005;0.000703522
12/04/2005;0.000703855
13/04/2005;0.00070319
14/04/2005;0.00070319
15/04/2005;0.000703855
18/04/2005;0.00070319
19/04/2005;0.000703855
20/04/2005;0.000704852
22/04/2005;0.000707512
25/04/2005;0.000707512
26/04/2005;0.000706847
27/04/2005;0.000706515
28/04/2005;0.000707179
