Date,Dividends
2016-12-02,0.166294
2010-10-15,0.471881
2017-04-24,0.905572
2012-10-17,1.18652
2015-10-16,0.37361
2013-10-18,0.9443
2014-10-17,0.9908
2011-01-17,0.320048
2011-04-14,0.608246
2010-04-15,0.358411
2011-10-17,1.02366
2012-04-16,1.07528
2014-04-15,0.8989
2004-10-14,0.24
2013-04-17,0.864045
2015-04-15,0.601761
